HMDB_ID,Name,MF,Exact_Mass,category
HMDB0034356,alpha-Solamarine,C45H73NO16,883.4929353,0
HMDB0034361,Olitorin,C35H52O14,696.3357064,0
HMDB0034362,Desglucocheirotoxin,C29H42O10,550.2777976,0
HMDB0034363,Monocrotaline,C16H23NO6,325.1525375,0
HMDB0034364,Cepharadione A,C18H11NO4,305.0688078,0
HMDB0034368,Hydroxyminaline,C5H5NO3,127.026943,0
HMDB0034370,Ibervirin,C5H9NS2,147.0176407,0
HMDB0034373,N-(14-Methylhexadecanoyl)pyrrolidine,C21H41NO,323.3188149,0
HMDB0034374,19-Methoxypomolic acid 3-arabinoside,C36H58O8,618.4131688,0
HMDB0034375,"(3b,5b,22a,25R)-Furostane-22-methoxy-3,26-diol 3-[glucosyl-(1->2)-glucoside] 26-glucoside",C46H78O19,934.5137303,0
HMDB0034379,Silenoside A,C64H100O31,1364.624856,0
HMDB0034380,1-Octacosanol,C28H58O,410.4487665,0
HMDB0034381,Methyl linoleate,C19H34O2,294.2558803,0
HMDB0034387,trans-Geranylgeranylbixin,C45H62O4,666.4648105,0
HMDB0034389,Silenoside B,C65H102O33,1410.630336,0
HMDB0034390,Silenoside C,C70H110O37,1542.672595,0
HMDB0034391,Agavoside A,C33H52O9,592.3611333,0
HMDB0034392,Perulactone,C30H46O7,518.3243538,0
HMDB0034394,S-Propyl 1-propanesulfinothioate,C6H14OS2,166.0486065,0
HMDB0034395,2-Propenyl 3-(2-propenylsulfonyl)-1-propenyl disulfide,C9H14O2S3,250.0155918,0
HMDB0034402,Physalin I,C29H34O11,558.2101119,0
HMDB0034413,"1,2-Benzisothiazol-3(2H)-one",C7H5NOS,151.0091845,0
HMDB0034417,Agavoside G,C62H102O33,1374.630336,0
HMDB0034425,(+)-1-Methylpropyl 3-(methylthio)-2-propenyl disulfide,C8H16S3,208.0414126,0
HMDB0034426,(-)-1-Methylpropyl 1-propenyl disulfide,C7H14S2,162.0536918,0
HMDB0034430,6-Deoxohomodolichosterone,C29H50O4,462.3709101,0
HMDB0034433,"Riboflavine 2',3',4',5'-tetrabutanoate",C33H44N4O10,656.3057436,0
HMDB0034434,Austalide F,C26H34O9,490.2202827,0
HMDB0034437,Biphenyl,C12H10,154.0782503,0
HMDB0034441,Americine,C31H39N5O4,545.3002048,0
HMDB0034447,Ptelatoside B,C20H28O10,428.1682471,0
HMDB0034449,Hydroxyanigorufone,C19H12O3,288.0786443,0
HMDB0034453,"4-[2,2'-Bithiophen-5-yl]-3-butyn-1-ol",C12H10OS2,234.0173063,0
HMDB0034454,"5-(4-Acetoxy-1-butynyl)-2,2'-bithiophene",C14H12O2S2,276.027871,0
HMDB0034462,Heptyl 4-hydroxybenzoate,C14H20O3,236.1412445,0
HMDB0034464,Austinol,C25H30O8,458.1940679,0
HMDB0034473,Citbismine F,C36H34N2O10,654.2213453,0
HMDB0034484,Lycoperoside D,C39H65NO12,739.4506765,0
HMDB0034485,(23R)-Acetoxytomatine,C52H85NO23,1091.551238,0
HMDB0034492,Dihydrovaltrate,C22H32O8,424.209718,0
HMDB0034495,"6,10,14-Trimethyl-5,9,13-pentadecatrien-2-one",C18H30O,262.2296656,0
HMDB0034496,"6,10,14-Trimethyl-2-methylenepentadecanal",C19H36O,280.2766158,0
HMDB0034498,"(3E,7E)-4,8,12-Trimethyl-1,3,7,11-tridecatetraene",C16H26,218.2034508,0
HMDB0034500,Protobassic acid,C30H48O6,504.3450893,0
HMDB0034503,"2,3,23-Triacetylsericic acid",C36H54O9,630.3767833,0
HMDB0034505,Soyasapogenol A,C30H50O4,474.3709101,0
HMDB0034509,Erythrodiol 3-palmitate,C46H80O3,680.6107464,0
HMDB0034510,Erythrodiol 3-decanoate,C40H68O3,596.516846,0
HMDB0034512,Liquoric acid,C30H44O5,484.3188745,0
HMDB0034514,Germanicol cinnamate,C39H56O2,556.428031,0
HMDB0034519,Theasapogenol A,C30H50O6,506.3607393,0
HMDB0034520,Gypsogenin 3-O-b-D-glucuronide,C36H54O10,646.3716979,0
HMDB0034521,"(3beta,11alpha,13beta)-3,11,13-Oleananetriol",C30H52O3,460.3916455,0
HMDB0034525,Barringtogenol C,C30H50O5,490.3658247,0
HMDB0034526,Bassic acid,C30H46O5,486.3345246,0
HMDB0034527,Melilotin,C54H90O21,1074.59746,0
HMDB0034529,16-Acetylpriverogenin A,C32H50O5,514.3658247,0
HMDB0034536,Araloside B,C52H82O22,1058.529774,0
HMDB0034538,Mubenin B,C41H66O11,734.460513,0
HMDB0034539,3-O-cis-Coumaroylmaslinic acid,C39H54O6,618.3920395,0
HMDB0034542,Soyasapogenol B 3-O-[a-L-rhamnosyl-(1->2)-[b-D-glucosyl-(1->3)]-b-D-galactosyl-(1->2)-b-D-glucuronide] 22-O-[b-D-glucosyl-(1->2)-a-L-arabinoside],C65H106O32,1398.666721,0
HMDB0034543,AzII,C54H82O23,1098.524689,0
HMDB0034544,AzIII,C54H82O22,1082.529774,0
HMDB0034545,AzIV,C54H84O22,1084.545424,0
HMDB0034546,Lucyoside M,C44H68O15,836.4558215,0
HMDB0034548,Avenacin A1,C55H83NO21,1093.545759,0
HMDB0034551,Medicagenic acid,C30H46O6,502.3294392,0
HMDB0034552,Medicagenic acid 3-O-beta-D-glucoside,C36H56O11,664.3822626,0
HMDB0034553,"(3b,24R,25x)-26-Benzoyloxystigmast-5-ene-3-ol",C36H54O3,534.4072956,0
HMDB0034554,Sakacin A,C12H24N4O4,288.1797553,0
HMDB0034555,(25S)-26-Hydroxy-24-methylenecycloartan-3-one,C31H50O2,454.3810808,0
HMDB0034557,"8,8-Diethoxy-2,6-dimethyl-2-octanol",C14H30O3,246.2194948,0
HMDB0034565,Secaloside A,C46H51NO24,1001.280102,0
HMDB0034566,Neotame,C20H30N2O5,378.2154721,0
HMDB0034569,Rubrofusarin 6-[glucosyl-(1->3)-glucosyl-(1->6)-glucoside],C33H42O20,758.2269438,0
HMDB0034570,Norrubrofusarin 6-beta-gentiobioside,C26H30O15,582.1584703,0
HMDB0034572,Chrysophanol 1-tetraglucoside,C39H50O24,902.2692025,0
HMDB0034573,Phenethyl 6-galloylglucoside,C21H24O10,436.136947,0
HMDB0034575,3'-Hydroxy-T2-triol,C20H30O8,398.1940679,0
HMDB0034577,"4-Chloro-6,7-dimethoxy-2-benzoxazolinone",C9H8ClNO4,229.0141855,0
HMDB0034578,Deterrol stearate,C33H50O2,478.3810808,0
HMDB0034580,psi-Pelletierine,C9H15NO,153.1153641,0
HMDB0034582,Shoyuflavone A,C19H14O9,386.063782,0
HMDB0034583,Secaloside C,C52H61NO29,1163.332925,0
HMDB0034585,Schizotenuin F,C28H24O12,552.1267762,0
HMDB0034588,Butyl 3-O-caffeoylquinate,C20H26O9,410.1576824,0
HMDB0034589,Shoyuflavone B,C19H14O10,402.0586967,0
HMDB0034590,Shoyuflavone C,C19H14O11,418.0536113,0
HMDB0034595,Aginoside progenin,C39H64O15,772.4245214,0
HMDB0034596,Hebevinoside VI,C41H68O12,752.4710776,0
HMDB0034597,Hebevinoside VII,C45H72O14,836.492207,0
HMDB0034598,Hebevinoside VIII,C47H74O15,878.5027717,0
HMDB0034601,Hebevinoside XI,C46H74O14,850.5078571,0
HMDB0034602,Hebevinoside XII,C43H70O13,794.4816423,0
HMDB0034603,Hebevinoside XIII,C49H76O16,920.5133364,0
HMDB0034608,PSF-A,C23H28O10,464.1682471,0
HMDB0034610,Zucchini factor B,C44H57NO4,663.4287593,0
HMDB0034611,Rutaretin 9-rutinoside,C26H34O14,570.1948558,0
HMDB0034612,Torachrysone 8-(2-apiosylglucoside),C25H32O13,540.1842911,0
HMDB0034614,6-Methoxymusizin 8-O-[b-D-glucopyranosyl-(1->6)-b-D-glucopyranosyl-(1->3)-b-D-glucopyranosyl-(1->6)-b-D-glucopyranoside],C38H54O24,894.3005027,0
HMDB0034617,"(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside",C27H42O8,494.2879683,0
HMDB0034621,2-O-Acetyl-trans-coutaric acid,C15H14O9,338.063782,0
HMDB0034623,"N-[(4E,8Z)-1,3-dihydroxyoctadeca-4,8-dien-2-yl]hexadecanamide 1-glucoside",C40H75NO8,697.5492684,0
HMDB0034624,Vinaginsenoside R1,C44H74O15,842.5027717,0
HMDB0034625,Vinaginsenoside R2,C43H72O15,828.4871216,0
HMDB0034626,"1-(3,4-Dimethoxyphenyl)-1,2-ethanediol 1-O-b-D-glucoside",C16H24O9,360.1420324,0
HMDB0034633,"3-Chloro-1-(4-hydroxy-3-methoxyphenyl)-1,2-propanediol",C10H13ClO4,232.0502366,0
HMDB0034634,3'-Prenylapigenin 7-[rhamnosyl-(1->6)-glucoside],C32H38O14,646.2261559,0
HMDB0034635,Esculentoside E,C35H54O11,650.3666126,0
HMDB0034637,Phytolaccoside E,C42H66O16,826.4350861,0
HMDB0034638,Phytolaccasaponin B,C48H76O21,988.4879095,0
HMDB0034642,Phytolaccoside A,C36H56O10,648.387348,0
HMDB0034645,22-Acetylpriverogenin B,C32H52O5,516.3814748,0
HMDB0034649,Soyasaponin I,C48H78O18,942.5188157,0
HMDB0034650,Soyasaponin II,C47H76O17,912.508251,0
HMDB0034651,Soyasaponin III,C42H68O14,796.4609069,0
HMDB0034658,9-Acetoxyfukinanolide,C17H24O4,292.1674593,0
HMDB0034660,Heterophyllin,C30H32O7,504.2148034,0
HMDB0034662,Dihydrofukinolide,C22H32O6,392.2198888,0
HMDB0034674,"(S)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid 5-glucoside",C16H19NO10,385.1008958,0
HMDB0034675,"(S)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid 5-[glucosyl-(1->4)-b-D-glucoside]",C22H29NO15,547.1537193,0
HMDB0034679,Cinncassiol D2 glucoside,C26H42O11,530.2727122,0
HMDB0034681,3-Hydroxy-4-butanolide,C10H16O8,264.0845175,0
HMDB0034682,cis-Ferulic acid [arabinosyl-(1->3)-[glucosyl-(1->6)]-glucosyl] ester,C27H38O18,650.2058144,0
HMDB0034687,Resveratrol 4'-(6-galloylglucoside),C27H26O12,542.1424263,0
HMDB0034688,"2,3-Dihydro-2,3-dihydroxy-9-phenyl-1H-phenalen-1-one",C19H14O3,290.0942943,0
HMDB0034690,9-(4-Hydroxyphenyl)-2-methoxy-1H-phenalen-1-one,C20H14O3,302.0942943,0
HMDB0034692,"9-(3,4-Dimethoxyphenyl)-2-methoxy-1H-phenalen-1-one",C22H18O4,346.1205091,0
HMDB0034694,"2'',4'',6''-Triacetylglycitin",C28H28O13,572.152991,0
HMDB0034695,Cucurbitacin D,C30H44O7,516.3087038,0
HMDB0034698,7-Hydroxy-5-(4-hydroxy-2-oxopentyl)-2-methylchromone 7-glucoside,C21H26O10,438.1525971,0
HMDB0034699,Fumonisin A2,C36H61NO15,747.4041203,0
HMDB0034700,"1,2,4,8-Tetraacetoxy-7-hydroxy-3-(4-hydroxyphenyl)dibenzofuran",C26H20O11,508.1005615,0
HMDB0034703,Fumonisin B2,C34H59NO14,705.3935556,0
HMDB0034706,Cucurbitacin C,C32H48O8,560.3349185,0
HMDB0034707,"Epicatechin-(2beta->7,4beta->6)-catechin",C30H24O12,576.1267762,0
HMDB0034709,BL IV,C24H18O10,466.0899968,0
HMDB0034711,Protoleucomelone,C30H24O13,592.1216909,0
HMDB0034713,Fumonisin A1,C36H61NO16,763.3990349,0
HMDB0034726,Momordicinin,C30H46O2,438.3497807,0
HMDB0034731,Tomatidine,C27H45NO2,415.3450297,0
HMDB0034741,Notoginsenoside Fc,C58H98O26,1210.634633,0
HMDB0034750,Isopentyl beta-D-glucoside,C11H22O6,250.1416384,0
HMDB0034751,Ligustroside,C25H32O12,524.1893765,0
HMDB0034752,7-beta-D-Glucopyranosyloxybutylidenephthalide,C18H22O8,366.1314677,0
HMDB0034754,4-Methoxybenzyl O-(2-sulfoglucoside),C14H20O10S,380.0777176,0
HMDB0034755,1-Methoxy-3-(4-hydroxyphenyl)-2E-propenal 4'-glucoside,C16H22O7,326.1365531,0
HMDB0034756,"Methyl 3,4,5-trimethoxycinnamate [arabinosyl-(1->3)-[glucosyl-(1->6)]-glucosyl] ester",C29H42O19,694.2320292,0
HMDB0034757,4-Methoxybenzenepropanol 1-(2-sulfoglucoside),C16H24O10S,408.1090177,0
HMDB0034759,Methyl 5-(1-Propynyl)-2-thiophenepropanoate,C11H12O2S,208.0558003,0
HMDB0034760,Hydroxystrobilurin D,C26H34O7,458.2304534,0
HMDB0034765,Wasalexin A,C13H14N2O2S2,294.0496691,0
HMDB0034767,"(1R*,3R*,3'S*)-1,2,3,4-Tetrahydro-1-(2-thio-3-pyrrolidinyl)-beta-carboline-3-carboxylic acid",C16H17N3O2S,315.1041475,0
HMDB0034770,"6-Geranylgeranyl 8'-methyl 6,8'-diapocarotene-6,8'-dioate",C43H60O4,640.4491604,0
HMDB0034773,4-Demethylsimmondsin 2'-(E)-ferulate,C25H31NO12,537.1846255,0
HMDB0034778,"(2R*,3R*)-1,2,3-Butanetriol",C4H10O3,106.0629942,0
HMDB0034784,"trans-p-Menthane-1,7,8-triol 8-glucoside",C16H30O8,350.1940679,0
HMDB0034785,Vitisifuran A,C56H40O12,904.2519767,0
HMDB0034787,Neoacrimarine J,C28H23NO9,517.1372813,0
HMDB0034789,Phosphoryl chloride,Cl3OP,151.8752343,0
HMDB0034811,Ribosylzeatin phosphate,C15H22N5O8P,431.1205992,0
HMDB0034812,"5,7-Dihydroxy-3',4'-dimethoxy-8-(3-hydroxy-3-methylbutyl)-isoflavone 7-glucoside",C28H34O12,562.2050266,0
HMDB0034813,Lupiwighteone hydrate 7-glucoside,C26H30O11,518.1788118,0
HMDB0034814,24-Propylcholestan-3-ol,C30H54O,430.4174664,0
HMDB0034816,Betavulgaroside VIII,C46H68O20,940.4303946,0
HMDB0034817,Betavulgaroside X,C46H70O18,910.4562154,0
HMDB0034818,"(3b,22a)-12-Oleanene-3,22,24,29-tetrol 3-[arabinosyl-(1->3)-arabinoside]",C40H66O12,738.4554276,0
HMDB0034825,Nitrosyl chloride ((NO)Cl),ClNO,64.96684133,0
HMDB0034826,Chlorine oxide,ClO2,66.9586819,0
HMDB0034827,Nitrogen chloride (NCl3),Cl3N,118.9096321,0
HMDB0034828,Nitrosylsulfuric acid,HNO5S,126.9575428,0
HMDB0034830,Amidosulfonic acid,H3NO3S,96.98336366,0
HMDB0034831,Orthoperiodic acid,H5IO6,227.9130813,0
HMDB0034834,Sulfur dioxide,O2S,63.96189993,0
HMDB0034839,"2',3'-Dihydro-phytomenadione",C31H48O2,452.3654308,0
HMDB0034840,Faradiol laurate,C42H72O3,624.5481462,0
HMDB0034841,Faradiol myristate,C44H76O3,652.5794463,0
HMDB0034843,Acteoside,C29H36O15,624.2054205,0
HMDB0034850,Metosulam,C14H13Cl2N5O4S,417.00653,0
HMDB0034852,Sulfentrazone,C11H10Cl2F2N4O3S,385.9818727,0
HMDB0034854,Flumioxazin,C19H15FN2O4,354.1015852,0
HMDB0034855,Torososide B,C40H52O25,932.2797672,0
HMDB0034857,"2-(2-Thienylmethylene)-1,6-dioxaspiro[4.4]non-3-ene",C12H12O2S,220.0558003,0
HMDB0034859,Halosulfuron-methyl,C13H15ClN6O7S,434.0411453,0
HMDB0034860,Flumiclorac-pentyl,C21H23ClFNO5,423.1248788,0
HMDB0034865,Pitheduloside B,C46H74O16,882.4976863,0
HMDB0034866,Pitheduloside F,C52H84O21,1044.55051,0
HMDB0034868,Calendulaglycoside A,C54H86O24,1118.550904,0
HMDB0034869,Betavulgaroside IX,C52H80O24,1088.503953,0
HMDB0034870,Spinacoside C,C46H70O19,926.4511301,0
HMDB0034871,Spinacoside D,C40H60O14,764.3983066,0
HMDB0034872,Cheritamine,C40H68N2O,592.5331648,0
HMDB0034873,Ethyl 2-hydroxy-3-(3-indolyl)propanoate glucoside,C19H25NO8,395.1580168,0
HMDB0034875,"(2b,3b)-Dihydroxy-30-nor-12,20(29)-oleanadiene-28-glucopyranosyloxy-23-oic acid 3-glucuronide",C41H60O17,824.3830505,0
HMDB0034876,Castaneiolide,C22H28O8,420.1784179,0
HMDB0034879,1-[(5-Amino-5-carboxypentyl)amino]-1-deoxyfructose,C12H24N2O7,308.1583511,0
HMDB0034881,"3-Carboxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-1-propanoic acid",C15H16N2O4,288.111007,0
HMDB0034885,Imazamethabenz,C15H18N2O3,274.1317425,0
HMDB0034888,"4-Acetylimidazo[4,5-c]pyridine",C8H7N3O,161.0589119,0
HMDB0034890,Bis(4-isothiocyanatobutyl) disulfide,C10H16N2S4,292.0196313,0
HMDB0034895,"3-(Dichloromethylene)-2,5-pyrrolidinedione",C5H3Cl2NO2,178.9540838,0
HMDB0034897,"3-Chloro-4-(dichloromethylene)-2,5-pyrrolidinedione",C5H2Cl3NO2,212.9151114,0
HMDB0034898,"3,3-Dichloro-4-(dichloromethylene)-2,5-pyrrolidinedione",C5HCl4NO2,246.8761391,0
HMDB0034899,"1,1'-Ethylidenebistryptophan",C24H26N4O4,434.1954053,0
HMDB0034909,"7-Methyl-1,4,5-naphthalenetriol 4-[xylosyl-(1->6)-glucoside]",C22H28O12,484.1580764,0
HMDB0034910,"(R)-2-Amino-N-(2,2,4,4-tetramethyl-3-thietanyl)propanamide",C10H20N2OS,216.129634,0
HMDB0034911,(S)-3-[(Cyanophenylmethyl)amino]-3-oxopropanoic acid,C11H10N2O3,218.0691422,0
HMDB0034912,"(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine",C7H11N3O3,185.0800412,0
HMDB0034913,Imazamethabenz-methyl,C16H20N2O3,288.1473925,0
HMDB0034915,Calonectrin,C19H26O6,350.1729386,0
HMDB0034926,Camellidin I,C55H86O25,1146.545818,0
HMDB0034927,Cucurbitacin B,C32H46O8,558.3192684,0
HMDB0034934,Prunasin,C14H17NO6,295.1055873,0
HMDB0034937,Cappariloside A,C16H18N2O6,334.1164863,0
HMDB0034938,Cappariloside B,C22H28N2O11,496.1693097,0
HMDB0034942,Geniposidic acid,C16H22O10,374.1212969,0
HMDB0034945,Stevioside,C38H60O18,804.3779651,0
HMDB0034946,Rebaudioside E,C44H70O23,966.4307885,0
HMDB0034947,Rebaudioside C,C44H70O22,950.4358739,0
HMDB0034948,Rebaudioside D,C50H80O28,1128.483612,0
HMDB0034952,Persicaxanthin,C25H36O3,384.266445,0
HMDB0034953,Apo-12'-violaxanthal,C25H34O3,382.250795,0
HMDB0034954,Zizybeoside I,C19H28O11,432.1631617,0
HMDB0034955,Zizybeoside II,C25H38O16,594.2159852,0
HMDB0034963,beta-Elemonic acid,C30H46O3,454.3446953,0
HMDB0034965,1-Methyl-3-(2-thiazolyl)-1H-indole,C12H10N2S,214.056469,0
HMDB0034977,Karpoxanthin,C40H58O4,602.4335103,0
HMDB0034988,Gibberellin A60,C19H24O6,348.1572885,0
HMDB0034994,Chikusetsusaponin Ia,C41H70O12,754.4867277,0
HMDB0034995,Ginsenoside Rc,C53H90O22,1078.592375,0
HMDB0034998,Bakkenolide D,C21H28O6S,408.1606593,0
HMDB0035001,Melleolide K,C23H27ClO6,434.1496163,0
HMDB0035005,6'''-O-Sinapoylsaponarin,C38H40O19,800.2163791,0
HMDB0035006,Isovitexin 7-(6'''-sinapoylglucoside) 4'-glucoside,C44H50O24,962.2692025,0
HMDB0035007,Lucuminic acid,C19H26O12,446.1424263,0
HMDB0035011,Momordicoside D,C42H70O13,782.4816423,0
HMDB0035028,(x)-2-Heptanol glucoside,C13H26O6,278.1729386,0
HMDB0035029,Dehydrocyanaropicrin,C19H20O6,344.1259884,0
HMDB0035030,Amygdalin,C20H27NO11,457.1584107,0
HMDB0035031,Desoxylimonin,C26H30O7,454.1991533,0
HMDB0035036,Glaucarubolone 15-O-beta-D-glucopyranoside,C26H36O13,556.2155912,0
HMDB0035039,Phaseolus e,C25H34O12,526.2050266,0
HMDB0035045,Gibberellin A39,C20H26O8,394.1627678,0
HMDB0035051,Gibberellin A59,C19H20O7,360.120903,0
HMDB0035062,Arnamiol,C24H31ClO6,450.1809164,0
HMDB0035066,"2',4,4'-Trihydroxy-6'-methoxy-3',5'-diprenylchalcone",C26H30O5,422.2093241,0
HMDB0035067,Melleolide L,C23H27ClO7,450.1445309,0
HMDB0035068,Melleolide M,C23H29ClO7,452.160181,0
HMDB0035075,Tanacetol B,C17H28O4,296.1987594,0
HMDB0035076,2-(2-Methylpropoxy)naphthalene,C14H16O,200.1201151,0
HMDB0035079,"(7alpha,10beta)-1(10->19)-Abeo-7-acetoxyisoobacun-3,10-olide",C28H34O9,514.2202827,0
HMDB0035080,Miltirone,C19H22O2,282.1619799,0
HMDB0035083,"(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol",C20H34O,290.2609657,0
HMDB0035091,beta-Citraurin,C30H40O2,432.3028305,0
HMDB0035099,gamma-Crocetin,C22H28O4,356.1987594,0
HMDB0035101,Lansioside A,C38H61NO8,659.4397179,0
HMDB0035104,Diacetoxyscirpenol,C19H26O7,366.1678532,0
HMDB0035112,"(3beta,17alpha,23R)-17,23-Epoxy-3,29-dihydroxy-27-norlanost-8-ene-15,24-dione",C29H44O5,472.3188745,0
HMDB0035113,"17,23-Epoxy-29-hydroxy-27-norlanost-8-ene-3,15,24-trione",C29H42O5,470.3032245,0
HMDB0035115,"(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid",C14H14N2O4,274.0953569,0
HMDB0035121,Oryzanol C,C41H60O4,616.4491604,0
HMDB0035134,Armillaridin,C24H29ClO6,448.1652664,0
HMDB0035144,"(3beta,17alpha,23S,24S)-17,23-Epoxy-3,24,29-trihydroxy-27-norlanost-8-en-15-one",C29H46O5,474.3345246,0
HMDB0035145,Chrycolide,C12H8O3S,232.0194148,0
HMDB0035150,2'-Apo-beta-carotenal,C37H48O,508.3705162,0
HMDB0035152,Digeranyl,C20H34,274.2660511,0
HMDB0035154,"(2Z,6E)-3,7,11,15,19-Pentamethyl-2,6-eicosadien-1-ol",C25H48O,364.3705162,0
HMDB0035165,Cinncassiol A 19-glucoside,C26H40O12,544.2519767,0
HMDB0035167,Cinncassiol C1 19-glucoside,C26H38O12,542.2363267,0
HMDB0035173,"2-Carboxy-1-[5-(2-carboxy-1-pyrrolidinyl)-2-hydroxy-2,4-pentadienylidene]pyrrolidinium",C15H20N2O5,308.1372218,0
HMDB0035174,"[3-[1-Formyl-2-(2-furanyl)ethenyl]]-2-(2-furanyl)-5-(2-furanylmethylene)-4,5-dihydro-a-methyl-4-oxo-1H-pyrrole-1-acetic acid, 9CI",C23H17NO7,419.1005019,0
HMDB0035175,"2-Amino-1,6-dimethylfuro[3,2-e]imidazo[4,5-b]pyridine",C10H10N4O,202.085461,0
HMDB0035177,"2-Acetyl-1,5,6,7-tetrahydro-6-hydroxy-7-(hydroxymethyl)-4H-azepine-4-one",C9H13NO4,199.0844579,0
HMDB0035179,Mumefural,C12H12O9,300.048132,0
HMDB0035180,"(6E,8E)-4,6,8-Megastigmatriene",C13H20,176.1565006,0
HMDB0035188,Fasciculol F,C39H65NO11,723.4557619,0
HMDB0035190,Chlorohydrin,C13H9ClO,216.0341926,0
HMDB0035191,"(2S,4R)-4-(9H-Pyrido[3,4-b]indol-1-yl)-1,2,4-butanetriol",C15H16N2O3,272.1160924,0
HMDB0035193,"1-(9H-Pyrido[3,4-b]indol-1-yl)-1,4-butanediol",C15H16N2O2,256.1211778,0
HMDB0035196,Harman,C12H10N2,182.0843983,0
HMDB0035204,Dukunolide C,C28H28O11,540.1631617,0
HMDB0035205,Allium schoenoprasum Anthocyanin-flavonol,C57H58O35,1302.275864,0
HMDB0035209,Cartormin,C27H29NO13,575.16389,0
HMDB0035215,Ximenic acid,C26H50O2,394.3810808,0
HMDB0035216,10-Acetoxyoleuropein,C27H34O15,598.1897704,0
HMDB0035217,10-Acetoxyligustroside,C27H34O14,582.1948558,0
HMDB0035222,Isocyclocalamin,C27H34O9,502.2202827,0
HMDB0035227,Hydroxypropanedioic acid,C3H4O5,120.0058732,0
HMDB0035232,Rotundine B,C15H23NO,233.1779644,0
HMDB0035233,Olomoucine,C15H18N6O,298.1542092,0
HMDB0035234,"14,16-Nonacosanedione",C29H56O2,436.428031,0
HMDB0035249,Taraxinic acid glucosyl ester,C21H28O9,424.1733325,0
HMDB0035253,Allium schoenoprasum Anthocyanin-flavonol 3''-acetate,C59H60O36,1344.286428,0
HMDB0035264,Avenestergenin A1,C38H55NO7,637.3978531,0
HMDB0035266,Avenestergenin B2,C37H52O6,592.3763894,0
HMDB0035267,Methyl 3b-hydroxy-13(18)-oleanen-28-oate,C33H52O4,512.3865602,0
HMDB0035270,Methyl 3-oxo-12-oleanen-28-oate,C31H48O3,468.3603454,0
HMDB0035279,8-Methyl-3-hentriacontene,C32H64,448.500802,0
HMDB0035290,Bis(m-methanethiolato)tetranitrosyldiiron,C2H6Fe2N4O4S2,325.8529303,0
HMDB0035291,Isoplumbagin,C11H8O3,188.0473441,0
HMDB0035292,Ganodermic acid P2,C34H50O7,570.355654,0
HMDB0035293,Norambreinolide,C16H26O2,250.1932801,0
HMDB0035296,Fevicordin B 2-gentiobioside,C43H64O18,868.4092652,0
HMDB0035305,Kanokoside C,C27H42O17,638.2421999,0
HMDB0035310,Ganoderic acid I,C30H44O8,532.3036184,0
HMDB0035312,Hebevinoside I,C44H72O13,808.4972924,0
HMDB0035318,Apiosylglucosyl 4-hydroxybenzoate,C18H24O12,432.1267762,0
HMDB0035333,Ganoderic acid Me,C34H50O6,554.3607393,0
HMDB0035340,Ganoderic acid Mi,C33H52O6,544.3763894,0
HMDB0035341,TR-Saponin A,C52H78O20,1022.508645,0
HMDB0035342,TR-Saponin B,C52H80O20,1024.524295,0
HMDB0035343,TR-Saponin C,C54H82O21,1066.53486,0
HMDB0035344,"(3b,16a,20R)-3,16,20,22,25-Pentahydroxy-5-cucurbiten-11-one 3-[rhamnosyl-(1->4)-[glucosyl-(1->6)]-glucoside]",C48H80O20,976.524295,0
HMDB0035345,"(3b,16a,20R)-3,16,20,22,25-Pentahydroxy-5-cucurbiten-11-one 3-[glucosyl-(1->6)-glucoside]",C42H70O16,830.4663862,0
HMDB0035346,"(3b,16a,20R)-25-Acetoxy-3,16,20,22-tetrahydroxy-5-cucurbiten-11-one 3-glucoside",C38H62O12,710.4241274,0
HMDB0035347,"(3b,6a,12b,17a,20S)-Dammar-24-ene-3,6,12,17,20-pentol 20-[glucosyl-(1->2)-[rhamnosyl-(1->6)]-glucoside] 6-xyloside",C53H90O23,1094.587289,0
HMDB0035350,"(3b,6a,12b,17a,20S)-Dammar-24-ene-3,6,12,17,20-pentol 20-[glucosyl-(1->2)-[rhamnosyl-(1->6)]-glucoside] 3-[glucosyl-(1->6)-glucoside] 6-xyloside",C65H110O33,1418.692936,0
HMDB0035356,Pithecelloside,C56H88O20,1080.586895,0
HMDB0035360,N-Methyl-1-deoxynojirimycin,C7H15NO4,177.100108,0
HMDB0035363,Notoginsenoside R1,C47H80O18,932.5344658,0
HMDB0035366,Cytochalasin Opho,C28H37NO4,451.2722587,0
HMDB0035367,Cytochalasin Npho,C30H39NO5,493.2828234,0
HMDB0035368,Cytochalasin Ppho,C30H41NO6,511.293388,0
HMDB0035370,Pyranocyanin B,C24H22O11,486.1162115,0
HMDB0035372,Licoagrodin,C45H44O9,728.298533,0
HMDB0035381,Ganoderenic acid A,C30H42O7,514.2930537,0
